permit_number,issue_date,project_value,type_of_work,address,PostalCode,building_contractor,property_use,year,n,FSA,logPropVal
DB-2017-03629,2018-06-19,262750,New Building,"1979 W 42ND AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Yongfeng Enterprises Inc,Dwelling Uses,2018,843, V1V,5.41954272470028
BP-2018-02118,2018-06-20,138000,Demolition / Deconstruction,"601 W 59TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,D & S Bulldozing Ltd,Institutional Uses,2018,843, V1V,5.139879086401237
BP-2018-03121,2018-06-25,25000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,NA,Dwelling Uses,2018,44, V6G,4.3979400086720375
BP-2018-03126,2018-06-25,25000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,NA,Dwelling Uses,2018,44, V6G,4.3979400086720375
BP-2018-03129,2018-06-25,25000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,NA,Dwelling Uses,2018,44, V6G,4.3979400086720375
BP-2018-03130,2018-06-25,25000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,NA,Dwelling Uses,2018,44, V6G,4.3979400086720375
BP-2018-03131,2018-06-25,25000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,NA,Dwelling Uses,2018,44, V6G,4.3979400086720375
BP-2018-03132,2018-06-25,25000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,NA,Dwelling Uses,2018,44, V6G,4.3979400086720375
BP-2018-03135,2018-06-25,25000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,NA,Dwelling Uses,2018,44, V6G,4.3979400086720375
BP-2018-03215,2018-06-25,25000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,NA,Dwelling Uses,2018,44, V6G,4.3979400086720375
DB-2017-06630,2018-06-25,746000,New Building,"877 E 63RD AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Woodbine Builders Ltd,Dwelling Uses,2018,843, V1V,5.872738827472669
DB-2018-00420,2018-06-26,793840,New Building,"2255 CHARLES STREET, Vancouver, BC V1V 1V1", V1V 1V1,Four Corners Homes Ltd,Dwelling Uses,2018,843, V1V,5.899732978347416
DB-2017-03509,2018-06-27,225000,New Building,"5228 HIGHBURY STREET, Vancouver, BC V1V 1V1", V1V 1V1,PMP HOMES LTD,Dwelling Uses,2018,843, V1V,5.352182518111363
DB-2018-01505,2018-06-27,200000,New Building,"6643 CLARENDON STREET, Vancouver, BC V1V 1V1", V1V 1V1,Killarney Development Ltd,Dwelling Uses,2018,843, V1V,5.301029995663981
DB-2017-04047,2018-06-28,217775,New Building,"82 W 37TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Onyx Projects Ltd,Dwelling Uses,2018,843, V1V,5.33800802241139
DB-2017-04282,2018-06-28,670750,New Building,"1570 W 65TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,ANTAIOS CONSTRUCTION & DEVELOPMENT LTD,Dwelling Uses,2018,843, V1V,5.8265606813439765
BP-2020-00312,2020-03-05,260130,Addition / Alteration,"650 W GEORGIA STREET, Vancouver, BC V6B 4N9", V6B 4N9,Aura Office Environments Inc,Office Uses,2020,46, V6B,5.415190440943048
BP-2019-05762,2020-03-06,8000,Addition / Alteration,"1066 W HASTINGS STREET, Vancouver, BC V6E 4M1", V6E 4M1,NA,Office Uses,2020,31, V6E,3.9030899869919438
BP-2020-00328,2020-03-10,20000,Addition / Alteration,"1055 W GEORGIA STREET, Vancouver, BC V6E 3P3", V6E 3P3,We Simplify Enterprises Inc,Office Uses,2020,33, V6E,4.301029995663981
BP-2020-00519,2020-03-10,30000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,Solid General Contractors Inc,Dwelling Uses,2020,44, V6G,4.477121254719663
BP-2020-00661,2020-03-20,30000,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,Capital Contracting Inc,Dwelling Uses,2020,44, V6G,4.477121254719663
BP-2020-00502,2020-03-31,500000,Addition / Alteration,"885 W GEORGIA STREET, Vancouver, BC V6C 3E8", V6C 3E8,NA,Office Uses,2020,40, V6C,5.698970004336019
BP-2019-05565,2020-04-07,400000,Addition / Alteration,"1408 CONTINENTAL STREET, Vancouver, BC V1V 1V1", V1V 1V1,Dawn Construction (2018) Ltd,Office Uses,2020,843, V1V,5.6020599913279625
BP-2020-00778,2020-04-08,85000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,PCL CONSTRUCTORS WESTCOAST INC,Retail Uses,2020,113, V7Y,4.929418925714293
BP-2019-01379,2019-04-15,60000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,Solid General Contractors Inc,Dwelling Uses,2019,44, V6G,4.778151250383644
BP-2019-01630,2019-05-06,865000,Addition / Alteration,"885 W GEORGIA STREET, Vancouver, BC V6C 3E8", V6C 3E8,NA,Office Uses,2019,40, V6C,5.937016107464814
BP-2019-01756,2019-05-06,65000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2019,113, V7Y,4.812913356642856
BP-2019-01446,2019-05-07,21000,Addition / Alteration,"885 W GEORGIA STREET, Vancouver, BC V6C 3E8", V6C 3E8,Menno Peter Mulholland,Office Uses,2019,40, V6C,4.3222192947339195
BP-2019-01749,2019-05-09,175000,Addition / Alteration,"200 GRANVILLE STREET, Vancouver, BC V6C 1S4", V6C 1S4,Fusion Project Management Ltd,Office Uses,2019,38, V6C,5.243038048686294
BP-2020-01045,2020-04-22,20000,Addition / Alteration,"200 GRANVILLE STREET, Vancouver, BC V6C 1S4", V6C 1S4,NA,Service Uses,2020,38, V6C,4.301029995663981
BP-2020-00578,2020-04-24,8775,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,Humphries Construction Group Ltd,Office Uses,2020,40, V6E,3.943247125137862
BP-2020-00934,2020-04-28,150000,Addition / Alteration,"595 BURRARD STREET, Vancouver, BC V7X 1K8", V7X 1K8,Canadian Turner Construction Company Ltd,Office Uses,2020,33, V7X,5.176091259055681
BP-2016-04338,2017-01-03,34000,Addition / Alteration,"595 BURRARD STREET, Vancouver, BC V7X 1K8", V7X 1K8,NA,Office Uses,2017,33, V7X,4.531478917042255
BP-2016-03182,2017-01-06,150000,Addition / Alteration,"SKYTRAIN STATION - 655 SEYMOUR STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Retail Uses,2017,843, V1V,5.176091259055681
BP-2016-03558,2017-01-06,928373,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,Ledcor Construction Limited,Office Uses,2017,41, V6C,5.967722501321231
BP-2016-03674,2017-01-09,750000,Addition / Alteration,"650 W GEORGIA STREET, Vancouver, BC V6B 4N9", V6B 4N9,NA,Retail Uses,2017,46, V6B,5.8750612633917
BP-2016-01989,2017-01-13,25000,Demolition / Deconstruction,"7326 GRANVILLE STREET, Vancouver, BC V1V 1V1", V1V 1V1,MWL Demolition Ltd,Dwelling Uses,2017,843, V1V,4.3979400086720375
BP-2016-03860,2017-01-13,835000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Retail Uses,2017,58, V5Z,5.921686475483602
BU467658,2017-01-13,3500000,New Building,"1101 W 7TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2017,843, V1V,6.544068044350276
BP-2016-04151,2017-01-23,40000,Addition / Alteration,"1177 W HASTINGS STREET, Vancouver, BC V6E 2K3", V6E 2K3,Pacific One Contracting,Office Uses,2017,41, V6E,4.6020599913279625
BP-2017-00258,2017-01-25,75000,Addition / Alteration,"595 BURRARD STREET, Vancouver, BC V7X 1K8", V7X 1K8,NA,Office Uses,2017,33, V7X,4.8750612633917
BP-2016-03536,2017-01-31,180000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2017,113, V7Y,5.2552725051033065
BP-2016-04449,2017-02-01,597000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2017,113, V7Y,5.775974331129369
BP-2017-00149,2017-02-02,93000,Addition / Alteration,"650 W GEORGIA STREET, Vancouver, BC V6B 4N9", V6B 4N9,Aura Office Environments Inc,Office Uses,2017,46, V6B,4.968482948553935
DB-2016-04607,2017-02-10,150000,Addition / Alteration,"1066 W HASTINGS STREET, Vancouver, BC V6E 4M1", V6E 4M1,NA,Retail Uses,2017,31, V6E,5.176091259055681
BP-2017-00276,2017-02-15,25000,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,All Spaces Project Management Ltd,Office Uses,2017,40, V6E,4.3979400086720375
BP-2017-00439,2017-02-24,251856,Addition / Alteration,"1075 W GEORGIA STREET, Vancouver, BC V6E 3C9", V6E 3C9,Unison Construction Management Ltd,Office Uses,2017,44, V6E,5.4011523015739265
BP-2016-04420,2017-03-08,80000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2017,113, V7Y,4.903089986991944
BP-2017-01163,2017-03-15,36000,Addition / Alteration,"200 GRANVILLE STREET, Vancouver, BC V6C 1S4", V6C 1S4,John Boatman,Office Uses,2017,38, V6C,4.556302500767287
BP-2016-03780,2017-03-21,26800000,New Building,"6333 WEST BOULEVARD, Vancouver, BC V1V 1V1", V1V 1V1,Cressey (WB2) Development LLP,Dwelling Uses,2017,843, V1V,7.4281347940287885
DB-2016-02273,2017-03-21,1143825,New Building,"7338 HUDSON STREET, Vancouver, BC V1V 1V1", V1V 1V1,Anmol Holding Ltd,Dwelling Uses,2017,843, V1V,6.058359584467512
DB-2016-03448,2017-03-22,125000,New Building,"5738 CHESTER STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2017,843, V1V,5.096910013008056
BP-2017-00813,2017-03-23,10000,Addition / Alteration,"2137 E HASTINGS STREET, Vancouver, BC V1V 1V1", V1V 1V1,Jutland Enterprises Inc,Service Uses,2017,843, V1V,4
BP-2017-01041,2017-03-30,200000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Retail Uses,2017,58, V5Z,5.301029995663981
BP-2017-01445,2017-04-05,5000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Retail Uses,2017,58, V5Z,3.6989700043360187
BP-2017-01172,2017-04-06,625000,Addition / Alteration,"1075 W GEORGIA STREET, Vancouver, BC V6E 3C9", V6E 3C9,Canadian Turner Construction Company Ltd,Office Uses,2017,44, V6E,5.795880017344075
BP-2017-01489,2017-04-06,28000,Addition / Alteration,"1066 W HASTINGS STREET, Vancouver, BC V6E 4M1", V6E 4M1,Gibraltar Holdings,Office Uses,2017,31, V6E,4.447158031342219
BP-2017-01633,2017-04-06,80000,Addition / Alteration,"650 W GEORGIA STREET, Vancouver, BC V6B 4N9", V6B 4N9,All Spaces Project Management Ltd,Office Uses,2017,46, V6B,4.903089986991944
BP-2017-00557,2017-04-07,150000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,TSG Construction Ltd,Retail Uses,2017,113, V7Y,5.176091259055681
BP-2017-01429,2017-04-12,400000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Retail Uses,2017,58, V5Z,5.6020599913279625
BP-2017-01454,2017-04-12,50000,Addition / Alteration,"1066 W HASTINGS STREET, Vancouver, BC V6E 4M1", V6E 4M1,VPAC Construction Group Ltd,Office Uses,2017,31, V6E,4.698970004336019
BP-2017-01643,2017-04-24,700000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2017,113, V7Y,5.845098040014257
BP-2017-01697,2017-05-02,235000,Addition / Alteration,"1075 W GEORGIA STREET, Vancouver, BC V6E 3C9", V6E 3C9,Matra Construction,Office Uses,2017,44, V6E,5.371067862271736
BP-2017-01839,2017-05-03,18000,Addition / Alteration,"885 W GEORGIA STREET, Vancouver, BC V6C 3E8", V6C 3E8,NA,Office Uses,2017,40, V6C,4.2552725051033065
BP-2017-01832,2017-05-10,385000,Addition / Alteration,"1066 W HASTINGS STREET, Vancouver, BC V6E 4M1", V6E 4M1,Syncor Solutions Limited,Office Uses,2017,31, V6E,5.585460729508501
BP-2016-04618,2017-05-16,20000,Demolition / Deconstruction,"312 W KING EDWARD AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Mosaic Avenue Construction Ltd,Dwelling Uses,2017,843, V1V,4.301029995663981
BP-2016-04622,2017-05-16,20000,Demolition / Deconstruction,"338 W KING EDWARD AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Mosaic Avenue Construction Ltd,Dwelling Uses,2017,843, V1V,4.301029995663981
BP-2016-04624,2017-05-16,20000,Demolition / Deconstruction,"362 W KING EDWARD AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Mosaic Avenue Construction Ltd,Dwelling Uses,2017,843, V1V,4.301029995663981
BP-2017-01914,2017-05-16,700000,Addition / Alteration,"595 BURRARD STREET, Vancouver, BC V7X 1K8", V7X 1K8,Sajo Inc,Office Uses,2017,33, V7X,5.845098040014257
BP-2017-01915,2017-05-16,700000,Addition / Alteration,"595 BURRARD STREET, Vancouver, BC V7X 1K8", V7X 1K8,Sajo Inc,Office Uses,2017,33, V7X,5.845098040014257
BP-2017-00188,2017-05-19,25000,Demolition / Deconstruction,"2396 E 34TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,East West Excavating Ltd,Dwelling Uses,2017,843, V1V,4.3979400086720375
BP-2016-03441,2017-05-23,1500000,New Building,"2384 E 34TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2017,843, V1V,6.176091259055681
BP-2017-02605,2017-05-23,60000,Addition / Alteration,"200 GRANVILLE STREET, Vancouver, BC V6C 1S4", V6C 1S4,Central West Project Management Inc,Office Uses,2017,38, V6C,4.778151250383644
BP-2017-02607,2017-05-23,60000,Addition / Alteration,"200 GRANVILLE STREET, Vancouver, BC V6C 1S4", V6C 1S4,Central West Project Management Inc,Office Uses,2017,38, V6C,4.778151250383644
BP-2017-01458,2017-05-24,15000,Demolition / Deconstruction,"6170 EAST BOULEVARD, Vancouver, BC V1V 1V1", V1V 1V1,Pacific Blasting & Demolition Ltd,Retail Uses,2017,843, V1V,4.176091259055681
BP-2017-00455,2017-06-06,150000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2017,113, V7Y,5.176091259055681
BP-2017-02431,2017-06-08,950000,Addition / Alteration,"885 W GEORGIA STREET, Vancouver, BC V6C 3E8", V6C 3E8,NA,Office Uses,2017,40, V6C,5.977723605288848
BP-2017-02773,2017-06-12,200000,Addition / Alteration,"1055 W GEORGIA STREET, Vancouver, BC V6E 3P3", V6E 3P3,Fusion Project Management Ltd,Office Uses,2017,33, V6E,5.301029995663981
BP-2016-02315,2017-06-14,25000,Demolition / Deconstruction,"5051 CHAMBERS STREET, Vancouver, BC V1V 1V1", V1V 1V1,Hans Demolition and Excavating Ltd.,Dwelling Uses,2017,843, V1V,4.3979400086720375
BP-2017-01981,2017-06-14,15000,Demolition / Deconstruction,"2320 GALT STREET, Vancouver, BC V1V 1V1", V1V 1V1,Bold Construction Ltd,Dwelling Uses,2017,843, V1V,4.176091259055681
DB-2017-00838,2017-06-15,150500,New Building,"5151 PRINCE EDWARD STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2017,843, V1V,5.177536499929862
BP-2017-01815,2017-06-16,25000,Demolition / Deconstruction,"2 E 1ST AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Office Uses,2017,843, V1V,4.3979400086720375
BP-2017-03093,2017-06-20,10000,Addition / Alteration,"595 BURRARD STREET, Vancouver, BC V7X 1K8", V7X 1K8,Pagliaro Projects Ltd,Office Uses,2017,33, V7X,4
DB-2016-02631,2017-06-20,1621842,New Building,"4908 MARGUERITE STREET, Vancouver, BC V1V 1V1", V1V 1V1,Hang Zheng,Dwelling Uses,2017,843, V1V,6.210008542926651
BP-2017-03047,2017-06-27,51000,Addition / Alteration,"595 BURRARD STREET, Vancouver, BC V7X 1K8", V7X 1K8,Glacier Fixture Installation Inc,Retail Uses,2017,33, V7X,4.707570176097937
BP-2017-00916,2017-06-28,150000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2017,113, V7Y,5.176091259055681
DB-2016-04388,2017-07-10,796500,New Building,"3907 LILLOOET STREET, Vancouver, BC V1V 1V1", V1V 1V1,Richtown Construction Ltd,Dwelling Uses,2017,843, V1V,5.90118578013715
DB-2017-01477,2017-07-10,171500,New Building,"5151 SOPHIA STREET, Vancouver, BC V1V 1V1", V1V 1V1,Fixright Construction Ltd,Dwelling Uses,2017,843, V1V,5.2342641243787895
BP-2017-01907,2017-07-11,200000,Addition / Alteration,"177 W 2ND AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Retail Uses,2017,843, V1V,5.301029995663981
BP-2017-03480,2017-07-13,62500,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,Brian Southam,Office Uses,2017,40, V6E,4.795880017344075
BP-2017-03286,2017-07-14,15000,Addition / Alteration,"1055 W GEORGIA STREET, Vancouver, BC V6E 3P3", V6E 3P3,RAIDER CONSTRUCTION,Office Uses,2017,33, V6E,4.176091259055681
BP-2017-03341,2017-07-14,110000,Addition / Alteration,"849 HORNBY STREET, Vancouver, BC V1V 1V1", V1V 1V1,Roadhouse Homes Ltd,Retail Uses,2017,843, V1V,5.041392685158225
BP-2017-03397,2017-07-19,200000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2017,113, V7Y,5.301029995663981
BP-2016-02874,2017-07-26,1208184,New Building,"2629 DUKE STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2017,843, V1V,6.082133080062773
BP-2017-02076,2017-07-27,15000,Demolition / Deconstruction,"908 E 27TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,East West Excavating Ltd,Dwelling Uses,2017,843, V1V,4.176091259055681
DB-2017-00841,2017-07-27,134590,New Building,"3051 BALACLAVA STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2017,843, V1V,5.129012793126035
BP-2017-03491,2017-08-03,10000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,3469051 Canada Inc,Retail Uses,2017,113, V7Y,4
BP-2017-03670,2017-08-03,35000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Office Uses,2017,113, V7Y,4.544068044350276
BP-2017-03809,2017-08-10,50000,Addition / Alteration,"1333 W BROADWAY, Vancouver, BC V6H 4C1", V6H 4C1,Reotech Construction Ltd,Office Uses,2017,32, V6H,4.698970004336019
DB-2016-04568,2017-08-10,224500,New Building,"1982 TRIMBLE STREET, Vancouver, BC V1V 1V1", V1V 1V1,Skymark Engineering Ltd,Dwelling Uses,2017,843, V1V,5.351216345339342
BP-2017-03762,2017-08-15,5000,Addition / Alteration,"1075 W GEORGIA STREET, Vancouver, BC V6E 3C9", V6E 3C9,NA,Office Uses,2017,44, V6E,3.6989700043360187
BP-2017-03841,2017-08-15,21000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2017,113, V7Y,4.3222192947339195
DB-2016-00933,2017-08-24,1197250,New Building,"1288 W 57TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2017,843, V1V,6.078184845714645
DB-2017-02382,2017-08-28,15000,Demolition / Deconstruction,"619 W KING EDWARD AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Hans Demolition and Excavating Ltd.,Dwelling Uses,2017,843, V1V,4.176091259055681
DB-2016-04594,2017-09-01,275925,New Building,"3228 COPLEY STREET, Vancouver, BC V1V 1V1", V1V 1V1,Dalwinder Singh Hundal,Dwelling Uses,2017,843, V1V,5.440791051222827
BP-2017-04205,2017-09-06,115000,Addition / Alteration,"885 W GEORGIA STREET, Vancouver, BC V6C 3E8", V6C 3E8,Priority Projects,Office Uses,2017,40, V6C,5.060697840353612
BP-2017-04323,2017-09-12,50000,Addition / Alteration,"1075 W GEORGIA STREET, Vancouver, BC V6E 3C9", V6E 3C9,Gibraltar Holdings,Office Uses,2017,44, V6E,4.698970004336019
BP-2016-02063,2017-06-29,30000,Demolition / Deconstruction,"5081 CHAMBERS STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2017,843, V1V,4.477121254719663
BP-2017-00946,2017-06-29,150000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2017,113, V7Y,5.176091259055681
BP-2017-03154,2017-07-06,20000,Addition / Alteration,"2326 W 41ST AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,J W McArthur & Sons Ltd,Retail Uses,2017,843, V1V,4.301029995663981
DB-2017-00171,2017-07-13,147750,New Building,"785 E 32ND AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Apple Barn Investments Ltd,Dwelling Uses,2017,843, V1V,5.1695274895532926
BP-2017-03231,2017-07-14,272000,Addition / Alteration,"200 GRANVILLE STREET, Vancouver, BC V6C 1S4", V6C 1S4,Fusion Project Management Ltd,Office Uses,2017,38, V6C,5.434568904034199
BP-2017-01791,2017-07-18,31250,Demolition / Deconstruction,"5037 QUEBEC STREET, Vancouver, BC V1V 1V1", V1V 1V1,D & S Bulldozing Ltd,Dwelling Uses,2017,843, V1V,4.494850021680094
BP-2017-01792,2017-07-18,31250,Demolition / Deconstruction,"5051 QUEBEC STREET, Vancouver, BC V1V 1V1", V1V 1V1,D & S Bulldozing Ltd,Dwelling Uses,2017,843, V1V,4.494850021680094
BP-2017-01793,2017-07-18,31250,Demolition / Deconstruction,"5079 QUEBEC STREET, Vancouver, BC V1V 1V1", V1V 1V1,D & S Bulldozing Ltd,Dwelling Uses,2017,843, V1V,4.494850021680094
BP-2017-03309,2017-07-18,193000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2017,113, V7Y,5.285557309007774
BP-2016-03392,2017-07-19,1000000,Addition / Alteration,"865 HORNBY STREET, Vancouver, BC V1V 1V1", V1V 1V1,Sasco Contractors,Office Uses,2017,843, V1V,6
BP-2016-04237,2017-07-21,20000,Demolition / Deconstruction,"2637 DUKE STREET, Vancouver, BC V1V 1V1", V1V 1V1,Khela Excavating Ltd.,Dwelling Uses,2017,843, V1V,4.301029995663981
BP-2017-03533,2017-07-24,5000,Addition / Alteration,"200 GRANVILLE STREET, Vancouver, BC V6C 1S4", V6C 1S4,Fusion Project Management Ltd,Office Uses,2017,38, V6C,3.6989700043360187
BP-2017-03516,2017-07-25,375000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2017,113, V7Y,5.574031267727719
BP-2017-03544,2017-07-26,407450,Addition / Alteration,"1055 W GEORGIA STREET, Vancouver, BC V6E 3P3", V6E 3P3,The Artek Group Limited,Office Uses,2017,33, V6E,5.610074322140055
BP-2017-03430,2017-07-28,160000,Addition / Alteration,"1055 W GEORGIA STREET, Vancouver, BC V6E 3P3", V6E 3P3,Reotech Construction Ltd,Office Uses,2017,33, V6E,5.204119982655925
BP-2017-03265,2017-07-31,8000,Addition / Alteration,"885 W GEORGIA STREET, Vancouver, BC V6C 3E8", V6C 3E8,Central West Project Management Inc,Office Uses,2017,40, V6C,3.9030899869919438
DB-2016-00292,2017-08-02,1267250,New Building,"815 W 44TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Mountain Tai Construction & Management Ltd,Dwelling Uses,2017,843, V1V,6.102862299895439
BP-2017-02851,2017-08-03,10000,Addition / Alteration,"2607 RUPERT STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Office Uses,2017,843, V1V,4
BP-2017-03673,2017-08-03,52000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Institutional Uses,2017,113, V7Y,4.7160033436347994
BP-2017-03742,2017-08-03,12211,Addition / Alteration,"1177 W HASTINGS STREET, Vancouver, BC V6E 2K3", V6E 2K3,NA,Office Uses,2017,41, V6E,4.086751231242057
DB-2017-00066,2017-08-09,224750,New Building,"1102 E 55TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Hi-Beam Contractors Ltd,Dwelling Uses,2017,843, V1V,5.351699700405266
BP-2017-03805,2017-08-10,50000,Addition / Alteration,"1333 W BROADWAY, Vancouver, BC V6H 4C1", V6H 4C1,Reotech Construction Ltd,Office Uses,2017,32, V6H,4.698970004336019
